title	author	publisher	pub_date	sudoc	digagent	contributor	catalog_uri	availability
Study of a heavy precipitation occurrence in Redding, California	Fontana, Christopher E. United States. National Weather Service. Western Region.	National Weather Service, Western Region,	1977		google	UCR	https://catalog.hathitrust.org/Record/102573538	Full View
Upper Putah Creek Basin, California	United States. Army. Corps of Engineers. Sacramento District.	The District,	1976		google	UCR	https://catalog.hathitrust.org/Record/102573539	Full View
Whiskeytown powerplant, Central Valley Project, [California]	United States. Bureau of Reclamation. Mid-Pacific Regional Office.	United States Bureau of Reclamation. Mid-Pacific Region,	1978		google	UCR	https://catalog.hathitrust.org/Record/102573545	Full View
Coyote Creek flood control proposal	United States. Army. Corps of Engineers. San Francisco District.	The District,	1987		google	UCR	https://catalog.hathitrust.org/Record/102573562	Full View
A study of the effectiveness of wastewater treatment ponds in removing nutrients at Lake Berryessa	Ingham, Alan T. California State University, Sacramento. Department of Civil Engineering. United States. Bureau of Reclamation.	California State University, Department of Civil Engineering,	1973		google	UCR	https://catalog.hathitrust.org/Record/102573579	Limited View
Environmental impact statement on disposition and use of Federal surplus property at Hamilton Air Force Base, Novato, California	United States. General Services Administration.	General Services Administration, Region 9,	1980		google	UCR	https://catalog.hathitrust.org/Record/102573580	Full View
Lake Berryessa water quality monitoring program	Rowell, Jonathan H. (Jonathan Harvey), 1833-1908. United States. Bureau of Reclamation.	U.S. Bureau of Reclamation, Mid-Pacific Region, Water Quality Branch,	1976		google	UCR	https://catalog.hathitrust.org/Record/102573583	Full View
Environmental evaluation, Redwood City Harbor maintenance dredging (FY 1973), Redwood City, California	United States. Army. Corps of Engineers. San Francisco District.	Corps of Engineers,	1972		google	UCR	https://catalog.hathitrust.org/Record/102573586	Full View
Hidden Lake, Fresno River Basin, California	United States. Army. Corps of Engineers. Sacramento District.	The District,	1971		google	UCR	https://catalog.hathitrust.org/Record/102573603	Full View
Suisun Marsh management study	United States. Bureau of Reclamation. Mid-Pacific Regional Office.	U.S. Bureau of Reclamation. Mid-Pacific Region.	1983		google	UCR	https://catalog.hathitrust.org/Record/102573606	Full View
Redwood City Harbor navigational dredging study, Redwood City, California	United States. Army. Corps of Engineers. San Francisco District.	The District,	1971		google	UCR	https://catalog.hathitrust.org/Record/102573608	Full View
Guadalupe River, California	United States. Army. Corps of Engineers. Sacramento District.	U.S. Army Corps of Engineers,	1990		google	UCR	https://catalog.hathitrust.org/Record/102573621	Full View
Abridged review report for flood control and allied purposes on Novato Creek, Marin County, California	United States. Army. Corps of Engineers. San Francisco District.	The District,	1981		google	UCR	https://catalog.hathitrust.org/Record/102573636	Full View
Flood plain information	United States. Army. Corps of Engineers. San Francisco District. Jordan/Mathis and Associates.	Dept. of Defense, Dept. of the Army, Corps of Engineers, San Francisco District,	1975		google	UCR	https://catalog.hathitrust.org/Record/102573643	Full View
Effects of proposed improvement structures at Mission Bay, California, on surfing, littoral processes and entrance channel shoaling, and San Diego River flooding potential	Hales, Lyndell Z. Curren, Charles R. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Los Angeles District.	U.S. Army Engineer Waterways Experiment Station,	1983		google	UCR	https://catalog.hathitrust.org/Record/102573644	Full View
Shasta reservoir area inventory	Montgomery Watson Harza (Firm) United States. Bureau of Reclamation. Mid-Pacific Regional Office.	U.S. Department of the Interior, Bureau of Reclamation, Mid-Pacific Region],	2003		google	UCR	https://catalog.hathitrust.org/Record/102573652	Full View
Flood plain information	United States. Army. Corps of Engineers. San Francisco District.	The District,	1970		google	UCR	https://catalog.hathitrust.org/Record/102573653	Full View
Los Angeles River flood prevention project	Ruby, Earl C.	Angeles National Forest?,	1974		google	UCR	https://catalog.hathitrust.org/Record/102573658	Full View
Supplemental design for San Diego River and Mission Bay, Calif. improvement	United States. Army. Corps of Engineers. Los Angeles District.	The District,	1984		google	UCR	https://catalog.hathitrust.org/Record/102573670	Limited View
Appendixes to Shasta outflow temperature control	United States. Bureau of Reclamation. Mid-Pacific Regional Office.	The Region,	1991	I 1.98:Sh 2/App.	google	UCR	https://catalog.hathitrust.org/Record/102573679	Full View
Corte Madera Creek Flood Control Project Unit 4, Town of Ross, Marin County, California	United States. Army. Corps of Engineers. Sacramento District.	The District,	1986		google	UCR	https://catalog.hathitrust.org/Record/102573689	Full View
Golden Gate National Recreation Area, Point Reyes National Seashore	United States. National Park Service.	National Park Service,	1977		google	UCR	https://catalog.hathitrust.org/Record/102573696	Limited View
Heavy metal discharges into Shasta Lake and Keswick Reservoirs on the upper Sacramento River California	Nordstrom, Darrell Kirk. Geological Survey (U.S.)	U.S. Geological Survey,	1977		google	UCR	https://catalog.hathitrust.org/Record/102573724	Full View
Shasta Dam and reservoir enlargement	United States. Bureau of Reclamation. Denver Office. Technical Service Center.	U.S. Dept. of the Interior, Bureau of Reclamation, Technical Service Center,	1998		google	UCR	https://catalog.hathitrust.org/Record/102573759	Full View
Flood plain information	United States. Army. Corps of Engineers. Sacramento District.	The District,	1973		google	UCR	https://catalog.hathitrust.org/Record/102573764	Full View
Draft environmental impact statement and management plan  for the proposed Monterey Bay National Marine Sanctuary	United States. Marine and Estuarine Management Division. United States. National Oceanic and Atmospheric Administration.	The Agency,	1990		google	UCR	https://catalog.hathitrust.org/Record/102573772	Limited View
Reconnaissance report	United States. Army. Corps of Engineers. Los Angeles District.	U.S. Army Corps of Engineers, Los Angeles District,	1987		google	UCR	https://catalog.hathitrust.org/Record/102573805	Full View
Floodplain management study	Santa Clara Valley Water District (Calif.) Evergreen Resource Conservation District. United States. Soil Conservation Service.	U.S. Department of Agriculture, Soil Conservation Service,	1985		google	UCR	https://catalog.hathitrust.org/Record/102573807	Full View
San Francisco Marina	United States. Army. Corps of Engineers. San Francisco District.	The District,	1973		google	UCR	https://catalog.hathitrust.org/Record/102573811	Full View
Future use and operations of Lake Berryessa, Napa County, California	United States. Bureau of Reclamation. Mid-Pacific Regional Office.	U.S. Dept. of the Interior, Bureau of Reclamation, Mid-Pacific Region,	2003		google	UCR	https://catalog.hathitrust.org/Record/102573812	Full View
Newman Watershed Project, Stanislaus County, California	Stone, George H. United States. Soil Conservation Service.	U.S. Soil Conservation Service,	1974		google	UCR	https://catalog.hathitrust.org/Record/102573817	Limited View
Survey report for flood control and allied purposes	Gribble, William C. United States. Army. Corps of Engineers. San Francisco District.	U.S. Army Engineer District, San Francisco,	1973		google	UCR	https://catalog.hathitrust.org/Record/102573819	Full View
Reconnaissance report for removal of Saeltzer Dam, including diversion flow alternatives	United States. Bureau of Reclamation. Denver Office. Technical Service Center.	Technical Service Center, U.S. Dept. of the Interior, Bureau of Reclamation,	2000		google	UCR	https://catalog.hathitrust.org/Record/102573835	Full View
Las Tunas Beach Park, Los Angeles County, Calif	United States. Army. Corps of Engineers.	The Corps,	1972		google	UCR	https://catalog.hathitrust.org/Record/102573838	Full View
Recent social trends in the United States	United States. President's Research Committee on Social Trends. Mitchell, Wesley C. (Wesley Clair), 1874-1948.	McGraw-Hill Book Company,	1933		google	UCBK	https://catalog.hathitrust.org/Record/7908219	Limited View
Collision avoidance performance with visual sighting, radar, and collision avoidance system	National Maritime Research Center.	National Maritime Research Center ; NTIS, distributor],	1978	C 39.202:C 69	google	MIU	https://catalog.hathitrust.org/Record/11691627	Full View
Foreign direct investment in the United States	United States. Department of Commerce. United States.	U.S. Dept. of Commerce,	1975		google	UIUC	https://catalog.hathitrust.org/Record/102569991	Full View
The Great Lakes	United States. Congress. House. Committee on Foreign Affairs. Subcommittee on Inter-American Affairs. International Joint Commission.	U.S. Govt. Print. Off.,	1973		google	UCBK	https://catalog.hathitrust.org/Record/102570196	Full View
Improvement of the jury system	United States. Congress. House. Committee on the Judiciary. Subcommittee No. 4.	U. S. Govt. Print. Off.,	1950		google	UCBK	https://catalog.hathitrust.org/Record/102570203	Full View
Guía sobre el control de la natalidad	United States. Food and Drug Administration. Office of Women's Health.	FDA Office of Women's Health,	2011		google	UCBK	https://catalog.hathitrust.org/Record/102570378	Full View
Federal-aid Highway Act of 1954	United States. Congress. House. Committee on Public Works.	U. S. Govt. Print. Off.,	1954		google	UCBK	https://catalog.hathitrust.org/Record/1611702	Full View
Population, distribution, and policy	Mazie, Sara Mills, 1941- United States. Commission on Population Growth and the American Future.	Commission on Population Growth and the American Future; for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1973		google	OSU	https://catalog.hathitrust.org/Record/102493893	Limited View
Agricultural relief	Colvin, Esther Marie, 1894- United States. Congress. House. Committee on Agriculture.		1929		google	UCBK	https://catalog.hathitrust.org/Record/102558758	Limited View
Chain stores	United States. Federal Trade Commission.	U.S. Govt. print. off.,	1932		google	UCBK	https://catalog.hathitrust.org/Record/102569908	Limited View
Manpower utilization - job security in the longshore industry, port of New York	United States. Department of Labor.		1964		google	UCBK	https://catalog.hathitrust.org/Record/102569912	Limited View
Ceremonial of Hasjelti Dailjis and mythical sand painting of the Navajo Indians	Stevenson, James, 1840-1888.		1891		google	UCBK	https://catalog.hathitrust.org/Record/102570104	Full View
The function and signification of certain Navaho particles	Young, Robert W., 1912-2007. Morgan, William. United States. Bureau of Indian Affairs.	Education Division, U. S. Indian Service	1948		google	UCBK	https://catalog.hathitrust.org/Record/102570129	Full View
