title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Department of the Interior and related agencies appropriations for 1997	United States. Congress. House. Committee on Appropriations. Subcommittee on Department of the Interior and Related Agencies.	U.S. G.P.O. : For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office,	1996	Y 4.AP 6/1:IN 8/6/997/PT.1-	google	UCBK	https://catalog.hathitrust.org/Record/102223659	Full View
Department of Defense appropriations for 1999	United States. Congress. House. Committee on Appropriations. Subcommittee on National Security.	U.S. G.P.O. : [Supt. of Docs., U.S. G.P.O., Congressional Sales Office, distributor],	2002	Y 4.AP 6/1:D 36/5/999/PT.1-	google	UCR	https://catalog.hathitrust.org/Record/102223662	Full View
Department of Defense appropriations for 1973	United States. Congress. House. Committee on Appropriations.	U.S. Government Printing Office,	1972	Y 4.AP 6/1:D 36/5/973/	google	UCR	https://catalog.hathitrust.org/Record/102223833	Full View
Treasury, Postal Service, and general Government appropriations for fiscal year 1972	United States. Congress. Senate. Committee on Appropriations.	U.S. Govt. Print. Off.,	1971	Y 4.AP 6/2:T 71/972	google	UCR	https://catalog.hathitrust.org/Record/102223837	Limited View
Department of Defense appropriations for 2001	United States. Congress. House. Committee on Appropriations. Subcommittee on Department of Defense.	U.S. G.P.O. : [Supt. of Docs., U.S. G.P.O., distributor],	2004	Y 4.AP 6/1:D 36/5/2001/PT.1-3, Y 4.AP 6/1:D 36/5/2001/PT.1-	google	UCR	https://catalog.hathitrust.org/Record/102223670	Full View
Energy and water development appropriations for 2004	United States. Congress. House. Committee on Appropriations. Subcommittee on Energy and Water Development.	U.S. G.P.O. : [U.S. G.P.O., Supt. of Docs., distributor],	2003	Y 4.AP 6/1:EN 2/2/2004/PT.1-	google	UCR	https://catalog.hathitrust.org/Record/102223677	Full View
Departments of Veterans Affairs and Housing and Urban Development, and independent agencies appropriations for 2005	United States. Congress. House. Committee on Appropriations. Subcommittee on VA, HUD, and Independent Agencies.	U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,	2004	Y 4.AP 6/1:V 64/4/2005/PT.1-	google	UCR	https://catalog.hathitrust.org/Record/102223679	Full View
Military construction appropriations for 1967	United States. Congress. House. Committee on Appropriations.	U.S. Govt. Print. Off.,	1966	Y 4.AP 6/1:M 59/6/967/PT.1-	google	UIUC	https://catalog.hathitrust.org/Record/102223693	Full View
Second supplemental appropriation bill, 1965	United States. Congress. Senate. Committee on Appropriations.	U.S. G.P.O.,	1965		google	UCR	https://catalog.hathitrust.org/Record/102223694	Full View
General explanation of tax legislation enacted in the 108th Congress	United States. Congress. Joint Committee on Taxation.	U.S. G.P.O.,	2005	Y 4.T 19/4:L 52/2/2003-2004	google	UCR	https://catalog.hathitrust.org/Record/102223680	Full View
An act to provide for grants to tribally controlled community colleges, and for other purposes	United States.	for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1978	95-2:Pub.Law 471	google	UCR	https://catalog.hathitrust.org/Record/102211796	Full View
Energy and water development appropriations for 2008	United States. Congress. House. Committee on Appropriations. Subcommittee on Energy and Water Development.	U.S. G.P.O. : [U.S. G.P.O., Supt. of Docs., distributor],	2007	Y 4.AP 6/1:EN 2/2/2008/PT.-	google	UCR	https://catalog.hathitrust.org/Record/102223681	Full View
Monitoring requirements for lead and copper rules	United States. Environmental Protection Agency. Office of Ground Water and Drinking Water. United States. Environmental Protection Agency. Office of Water.	U.S. Environmental Protection Agency, Office of Water,	1992		google	UCR	https://catalog.hathitrust.org/Record/102224062	Full View
Veto of Child day care standards act	United States. President (1974-1977 : Ford)	U.S. Govt. Print. Off.,	1976	94-2:H.doc.440	google	UCR	https://catalog.hathitrust.org/Record/102211305	Full View
Notes on the construction of ordnance ... from the Ordnance Office, War Department, Washington, D. C.	United States. Army. Ordnance Department.	Govt. Print Off.,	1882		google	SRLF	https://catalog.hathitrust.org/Record/102218651	Full View
Interregional movements of eggs and poultry, 1955-75	Rogers, George Burnet, 1919- Irvin, Ruth J.	U.S. Dept. of Agriculture, Economic Research Service,	1977		google	UIUC	https://catalog.hathitrust.org/Record/101896913	Full View
Federal milk order market statistics	United States. Agricultural Marketing Service. Dairy Division.	Agricultural Marketing Service, Dairy Division,	1973		google	UIUC	https://catalog.hathitrust.org/Record/102225794	Full View
Fresh fruit and vegetable prices, 1956	Heflin, Leo G. United States. Agricultural Marketing Service. Fruit and Vegetable Division.	U.S. Dept. of Agriculture, Agricultural Marketing Service, Fruit and Vegetable Division,	1957		google	UIUC	https://catalog.hathitrust.org/Record/102226082	Full View
Pig crops	United States. Crop Reporting Board.	U.S. Dept. of Agriculture, Agricultural Marketing Service, Crop Reporting Board,	1961		google	UIUC	https://catalog.hathitrust.org/Record/102226668	Full View
Global review of agricultural policies	Skully, David W. Roberts, Donna H. United States. Dept. of Agriculture. Economic Research Service.	U.S. Dept. of Agriculture, Economic Research Service ; [copies available from] ERS-NASS,	1994		google	UIUC	https://catalog.hathitrust.org/Record/102225927	Full View
Taxes on U.S. agricultural real estate, 1890-1991, and methods of estimation	DeBraal, J. Peter. United States. Dept. of Agriculture. Economic Research Service.	U.S. Dept. of Agriculture, Economic Research Service,	1993		google	UIUC	https://catalog.hathitrust.org/Record/102226463	Full View
Financial performance of U.S. floriculture and environmental horticulture farm businesses, 1987-91	Johnson, Doyle C. Johnson, Tarra M. United States. Dept. of Agriculture. Economic Research Service.	U.S. Dept. of Agriculture, Economic Research Service,	1993		google	UIUC	https://catalog.hathitrust.org/Record/102226464	Full View
Agricultural legislation in the 89th Congress	United States. Congress (93rd, 2nd session : 1974). House. Committee on Agriculture.	U.S. Govt. Print. Off.,	1966	Y 4.Ag 8/1:L 52/966	google	UCR	https://catalog.hathitrust.org/Record/102223732	Full View
Department of Defense appropriations for fiscal year 1975	United States. Congress. Senate. Committee on Appropriations. Subcommittee on Department of Defense.	U.S. Govt. Print. Off.,	1974	Y 4.AP 6/2:D 36/4/975/PT.	google	UCR	https://catalog.hathitrust.org/Record/102223849	Full View
Soil survey of Columbia County, Oregon	Smythe, Richard T. Oregon State University. Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1986	A 57.38:C 72/6	google	UCR	https://catalog.hathitrust.org/Record/102223952	Full View
Soil survey of Conecuh County, Alabama	Fox, Bobby C. Alabama Soil and Water Conservation Committee. Alabama Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1989	A 57.38:C 75/2	google	UCR	https://catalog.hathitrust.org/Record/102223915	Full View
Soil survey of Covington County, Alabama	Cotton, James A. United States. Soil Conservation Service.	Soil Conservation Service,	1989	A 57.38:C 83/4	google	UCR	https://catalog.hathitrust.org/Record/102223920	Full View
Soil survey of Geneva County, Alabama	McNutt, Robert Britton, 1923- Alabama. Department of Agriculture and Industries. Auburn University. Agricultural Experiment Station. United States. Soil Conservation Service.	Dept. of Agriculture, Soil Conservation Service,	1977	A 57.38:G 28/3	google	UCR	https://catalog.hathitrust.org/Record/102223921	Full View
Soil survey of Gila-Duncan area, Arizona	DeWall, Alfred A. University of Arizona. Agricultural Experiment Station. United States. Bureau of Land Management. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:G 37	google	UCR	https://catalog.hathitrust.org/Record/102223923	Full View
Soil survey of Coffey County, Kansas	Swanson, Deane W. Kansas Agricultural Experimental Station. United States. Soil Conservation Service.	The Service,	1982	A 57.38:C 65/2	google	UCR	https://catalog.hathitrust.org/Record/102223932	Full View
Soil survey of Concho County, Texas	Texas State Soil and Water Conservation Board. Texas Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1988	A 57.38:C 74/2	google	UCR	https://catalog.hathitrust.org/Record/102223960	Full View
Soil survey of Decatur County, Iowa	DeWitt, Thomas A. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1990	A 57.38:D 35/3	google	UCR	https://catalog.hathitrust.org/Record/102223978	Full View
Soil survey of Franklin County, Kansas	Dickey, Harold P., 1928- Kansas Agricultural Experiment Station. United States. Forest Service. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:F 85/8	google	UCR	https://catalog.hathitrust.org/Record/102224009	Full View
Soil survey of Ford County, Illinois	Fehrenbacher, Donald J. University of Illinois at Urbana-Champaign. Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1990	A 57.38:F 75	google	UCR	https://catalog.hathitrust.org/Record/11397949	Full View
Soil survey of Columbia, McDuffie, and Warren Counties, Georgia	Frost, Louie W. University of Georgia. College of Agriculture. Experiment Stations. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:C 72/5	google	UCR	https://catalog.hathitrust.org/Record/102223925	Full View
Soil survey of Clinton County, Indiana	Hosteter, William D. Purdue University. Agricultural Experiment Station. Indiana. Soil and Water Conservation Committee. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1980	A 57.38:C 61/3	google	UCR	https://catalog.hathitrust.org/Record/102223926	Full View
Soil survey of Comanche County, Kansas	Kansas Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1989	A 57.38:C 73/4	google	UCR	https://catalog.hathitrust.org/Record/102223933	Full View
Soil survey of Fairfield County, Connecticut	Wolf, Barrie L. Storrs Agricultural Experiment Station. Connecticut Agricultural Experiment Station. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:F 16	google	UCR	https://catalog.hathitrust.org/Record/102223967	Full View
Soil survey of Crisp and Turner Counties, Georgia	Calhoun, John W. University of Georgia. College of Agriculture. Experiment Stations. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:C 86/2	google	UCR	https://catalog.hathitrust.org/Record/102223970	Full View
Soil survey of DeKalb County, Georgia	Thomas, Grover J. (Grover Jehue), 1926- University of Georgia. College of Agriculture. Experiment Stations. De Kalb County (Ga.). Planning Dept. United States. Soil Conservation Service.	The Service,	1982	A 57.38:D 36/4	google	UCR	https://catalog.hathitrust.org/Record/102223971	Full View
Soil survey of Grant County, Indiana	Jensen, Earnest L. Indiana. Soil and Water Conservation Committee. Purdue University. Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1988	A 57.38:G 76/3	google	UCR	https://catalog.hathitrust.org/Record/100888114	Full View
Soil survey of Clinton County, Iowa	Boeckman, Louis E. Sabata, Larry R. Iowa. Department of Soil Conservation. Iowa State University. Cooperative Extension Service. Iowa State College. Agricultural and Home Economics Experiment Station. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:C 61/4	google	UCR	https://catalog.hathitrust.org/Record/102223914	Full View
